"","SUM_INDGAL","HUC_12","IWD_MGAL"
"2962",3648,20600030202,0.003648
"2963",7296,20600030203,0.007296
"2964",95792,20600030301,0.095792
"2965",43871,20600030302,0.043871
"2966",111408,20600030401,0.111408
"2967",107550,20600030402,0.10755
"2968",25386,20600030403,0.025386
"2969",96795,20600030404,0.096795
"2970",512655,20600030405,0.512655
"2971",215100,20600030406,0.2151
"2972",128370,20600030501,0.12837
"2973",308310,20600030502,0.30831
"2974",322650,20600030601,0.32265
"2975",73902,20600030602,0.073902
"2976",164910,20600030701,0.16491
"2977",373800,20600030702,0.3738
"2978",584355,20600030703,0.584355
"2979",17409,20600030801,0.017409
"2980",48911,20600030802,0.048911
"2981",14922,20600030803,0.014922
"2982",28186,20600030804,0.028186
"2983",72013,20600030805,0.072013
"2984",51601,20600030806,0.051601
"2985",433785,20600030901,0.433785
"2986",713640,20600030902,0.71364
"2987",6632,20600031001,0.006632
"2988",11666,20600031002,0.011666
"2989",12435,20600031003,0.012435
"2990",10807,20600031004,0.010807
"2991",223110,20600031101,0.22311
"2992",193616,20600031102,0.193616
"2993",400153,20600031103,0.400153
"2994",605430,20600031201,0.60543
"2995",165158,20600031202,0.165158
"2996",95462,20600031203,0.095462
"2997",286699,20600031204,0.286699
"2998",73788,20600040101,0.073788
"2999",43516,20600040102,0.043516
"3000",73788,20600040201,0.073788
"3001",30272,20600040202,0.030272
"3002",189200,20600040203,0.1892
"3003",17974,20600040301,0.017974
"3004",105952,20600040302,0.105952
"3005",30272,20600040401,0.030272
"3006",23053,20600040402,0.023053
"3007",6786,20600040403,0.006786
"3008",1625,20600040404,0.001625
"3009",12937,20600050101,0.012937
"3010",5981,20600050102,0.005981
"3011",5217,20600050103,0.005217
"3012",20580,20600050104,0.02058
"3013",26829,20600050105,0.026829
"3014",22795,20600050201,0.022795
"3015",48881,20600050202,0.048881
"3016",17919,20600050203,0.017919
"3017",16968,20600050204,0.016968
"3018",50904,20600050205,0.050904
"3019",55146,20600050206,0.055146
"3020",79495,20600050301,0.079495
"3021",12726,20600050302,0.012726
"3022",17204,20600050303,0.017204
"3023",18345,20600050304,0.018345
"3024",61040,20600050401,0.06104
"3025",26160,20600050402,0.02616
"3026",78480,20600050501,0.07848
"3027",69760,20600050502,0.06976
"3028",266015,20600050503,0.266015
"3029",421935,20600050504,0.421935
"3030",67265,20600050505,0.067265
"3031",55035,20600050506,0.055035
"3032",26160,20600050507,0.02616
"3033",26160,20600050602,0.02616
"3034",130800,20600050603,0.1308
"3035",17440,20600050604,0.01744
"3036",2415,20600060101,0.002415
"3037",225,20600060102,0.000225
"3038",60,20600060103,6e-05
"3039",19434,20600060104,0.019434
"3040",4566,20600060105,0.004566
"3041",1320,20600060201,0.00132
"3042",15460,20600060202,0.01546
"3043",69058,20600060203,0.069058
"3044",4068,20600060301,0.004068
"3045",4608,20600060302,0.004608
"3046",2052,20600060303,0.002052
"3047",1512,20600060304,0.001512
"3048",13551,20600060401,0.013551
"3049",18766,20600060402,0.018766
"3050",9604,20600060403,0.009604
"3051",5669,20600060501,0.005669
"3052",1916,20600060502,0.001916
"3053",8109,20600060503,0.008109
"3054",6894,20600060504,0.006894
"3055",6786,20600060505,0.006786
"3056",3016,20600060506,0.003016
"3057",3238,20600060507,0.003238
"3058",9662,20600060601,0.009662
"3059",5343,20600060602,0.005343
"3060",3718,20600060603,0.003718
"3061",9009,20600060604,0.009009
"3062",840000,20700010101,0.84
"3063",12632,20700010102,0.012632
"3064",37896,20700010103,0.037896
"3065",12632,20700010104,0.012632
"3066",174642,20700010201,0.174642
"3067",523926,20700010202,0.523926
"3068",1120000,20700010301,1.12
"3069",840000,20700010302,0.84
"3070",138952,20700010305,0.138952
"3071",116428,20700010310,0.116428
"3072",465712,20700010402,0.465712
"3073",12632,20700010501,0.012632
"3074",12632,20700010504,0.012632
"3075",12632,20700010505,0.012632
"3076",5640000,20700010509,5.64
"3077",940000,20700010601,0.94
"3078",1880000,20700010602,1.88
"3079",940000,20700010603,0.94
"3080",19623,20700010605,0.019623
"3081",353214,20700010608,0.353214
"3082",137361,20700010609,0.137361
"3083",2904,20700020101,0.002904
"3084",2178,20700020102,0.002178
"3085",2178,20700020103,0.002178
"3086",726,20700020201,0.000726
"3087",174642,20700020202,0.174642
"3088",1452,20700020203,0.001452
"3089",1452,20700020205,0.001452
"3090",315502,20700020207,0.315502
"3091",5036416,20700020301,5.036416
"3092",945054,20700020302,0.945054
"3093",1010944,20700020401,1.010944
"3094",905264,20700020402,0.905264
"3095",7331752,20700020403,7.331752
"3096",92,20700020501,9.2e-05
"3097",92,20700020502,9.2e-05
"3098",11082,20700020503,0.011082
"3099",3694,20700020504,0.003694
"3100",2518208,20700020505,2.518208
"3101",11082,20700020506,0.011082
"3102",9758056,20700020507,9.758056
"3103",11082,20700020601,0.011082
"3104",318470,20700020602,0.31847
"3105",3147760,20700020603,3.14776
"3106",174642,20700020702,0.174642
"3107",45952,20700020705,0.045952
"3108",91904,20700020706,0.091904
"3109",91904,20700020707,0.091904
"3110",91904,20700020708,0.091904
"3111",137856,20700020709,0.137856
"3112",10794288,20700020801,10.794288
"3113",314776,20700020802,0.314776
"3114",19623,20700020803,0.019623
"3115",3694,20700030101,0.003694
"3116",644328,20700030102,0.644328
"3117",322164,20700030104,0.322164
"3118",39246,20700030201,0.039246
"3119",19623,20700030205,0.019623
"3120",314776,20700030305,0.314776
"3121",7388,20700030403,0.007388
"3122",1880000,20700030503,1.88
"3123",940000,20700030504,0.94
"3124",940000,20700030505,0.94
"3125",98115,20700030603,0.098115
"3126",117738,20700030604,0.117738
"3127",940000,20700030701,0.94
"3128",1880000,20700030702,1.88
"3129",78492,20700030705,0.078492
"3130",98115,20700030706,0.098115
"3131",58869,20700030707,0.058869
"3132",28667,20700030801,0.028667
"3133",86001,20700030803,0.086001
"3134",1380,20700040101,0.00138
"3135",1035,20700040102,0.001035
"3136",57334,20700040201,0.057334
"3137",86001,20700040202,0.086001
"3138",200669,20700040203,0.200669
"3139",57334,20700040205,0.057334
"3140",1725,20700040301,0.001725
"3141",2415,20700040302,0.002415
"3142",690,20700040304,0.00069
"3143",15452,20700040305,0.015452
"3144",1365,20700040401,0.001365
"3145",2184,20700040402,0.002184
"3146",2184,20700040403,0.002184
"3147",273,20700040404,0.000273
"3148",1092,20700040405,0.001092
"3149",161834,20700040406,0.161834
"3150",161834,20700040407,0.161834
"3151",161834,20700040408,0.161834
"3152",161834,20700040409,0.161834
"3153",31249,20700040501,0.031249
"3154",57334,20700040502,0.057334
"3155",229336,20700040503,0.229336
"3156",59571,20700040504,0.059571
"3157",28667,20700040505,0.028667
"3158",438,20700040601,0.000438
"3159",1533,20700040602,0.001533
"3160",1095,20700040603,0.001095
"3161",438,20700040604,0.000438
"3162",3942,20700040605,0.003942
"3163",1095,20700040701,0.001095
"3164",2190,20700040702,0.00219
"3165",876,20700040703,0.000876
"3166",7219,20700040801,0.007219
"3167",9417,20700040803,0.009417
"3168",1533,20700040804,0.001533
"3169",22557,20700040805,0.022557
"3170",16048,20700040806,0.016048
"3171",610354,20700040807,0.610354
"3172",53798,20700040901,0.053798
"3173",112148,20700040902,0.112148
"3174",31612,20700040903,0.031612
"3175",548716,20700040904,0.548716
"3176",890087,20700040905,0.890087
"3177",1076109,20700040906,1.076109
"3178",3560348,20700040907,3.560348
"3179",833358,20700040908,0.833358
"3180",1456506,20700040909,1.456506
"3181",17423,20700041001,0.017423
"3182",8979,20700041002,0.008979
"3183",3066,20700041003,0.003066
"3184",77260,20700041004,0.07726
"3185",110573,20700041005,0.110573
"3186",77260,20700041006,0.07726
"3187",77260,20700041007,0.07726
"3188",84986,20700041008,0.084986
"3189",919394,20700041009,0.919394
"3190",323668,20700041101,0.323668
"3191",23178,20700041102,0.023178
"3192",516406,20700041103,0.516406
"3193",139068,20700041104,0.139068
"3194",277786,20700041105,0.277786
"3195",1631054,20700041106,1.631054
"3196",1159520,20700041107,1.15952
"3197",139130,20700041108,0.13913
"3198",91530,20700050101,0.09153
"3199",45765,20700050102,0.045765
"3200",45765,20700050103,0.045765
"3201",30510,20700050104,0.03051
"3202",15255,20700050105,0.015255
"3203",76275,20700050201,0.076275
"3204",350865,20700050202,0.350865
"3205",183060,20700050203,0.18306
"3206",119325,20700050301,0.119325
"3207",154730,20700050302,0.15473
"3208",30510,20700050303,0.03051
"3209",263380,20700050403,0.26338
"3210",81100,20700050404,0.0811
"3211",263380,20700050405,0.26338
"3212",395070,20700050503,0.39507
"3213",395070,20700050504,0.39507
"3214",15255,20700050601,0.015255
"3215",2976805,20700050602,2.976805
"3216",1555151,20700050603,1.555151
"3217",61020,20700050604,0.06102
"3218",1039045,20700050605,1.039045
"3219",460915,20700050606,0.460915
"3220",91530,20700050701,0.09153
"3221",289845,20700050702,0.289845
"3222",61020,20700050703,0.06102
"3223",4207270,20700050704,4.20727
"3224",324400,20700050705,0.3244
"3225",131690,20700050801,0.13169
"3226",197535,20700050802,0.197535
"3227",658450,20700050803,0.65845
"3228",724295,20700050804,0.724295
"3229",91031,20700050901,0.091031
"3230",12593,20700050903,0.012593
"3231",88151,20700050905,0.088151
"3232",62965,20700050906,0.062965
"3233",151116,20700050907,0.151116
"3234",100842,20700051002,0.100842
"3235",44982,20700051004,0.044982
"3236",237935,20700051005,0.237935
"3237",65845,20700060101,0.065845
"3238",131690,20700060106,0.13169
"3239",395070,20700060201,0.39507
"3240",131690,20700060203,0.13169
"3241",22976,20700060204,0.022976
"3242",395070,20700060301,0.39507
"3243",921830,20700060302,0.92183
"3244",773330,20700060303,0.77333
"3245",91904,20700060304,0.091904
"3246",68928,20700060305,0.068928
"3247",206784,20700060306,0.206784
"3248",68928,20700060401,0.068928
"3249",229760,20700060403,0.22976
"3250",367616,20700060501,0.367616
"3251",45952,20700060502,0.045952
"3252",436544,20700060503,0.436544
"3253",22976,20700060601,0.022976
"3254",273,20700060602,0.000273
"3255",546,20700060603,0.000546
"3256",273,20700060604,0.000273
"3257",221484,20700060605,0.221484
"3258",45952,20700060701,0.045952
"3259",39977,20700060702,0.039977
"3260",55064,20700060703,0.055064
"3261",123318,20700070101,0.123318
"3262",341925,20700070102,0.341925
"3263",59723,20700070103,0.059723
"3264",7059,20700070104,0.007059
"3265",4706,20700070105,0.004706
"3266",4706,20700070201,0.004706
"3267",49413,20700070202,0.049413
"3268",115952,20700070203,0.115952
"3269",579760,20700070301,0.57976
"3270",2550944,20700070302,2.550944
"3271",347856,20700070303,0.347856
"3272",1971184,20700070304,1.971184
"3273",26412,20700080101,0.026412
"3274",136462,20700080102,0.136462
"3275",48422,20700080103,0.048422
"3276",30904,20700080201,0.030904
"3277",45150,20700080202,0.04515
"3278",5424,20700080301,0.005424
"3279",1808,20700080302,0.001808
"3280",88266,20700080401,0.088266
"3281",2370,20700080402,0.00237
"3282",3456,20700080403,0.003456
"3283",48147,20700080502,0.048147
"3284",20242,20700080503,0.020242
"3285",67154,20700080504,0.067154
"3286",4068,20700080505,0.004068
"3287",2260,20700080601,0.00226
"3288",2938,20700080602,0.002938
"3289",42267,20700080701,0.042267
"3290",1130,20700080702,0.00113
"3291",3164,20700080703,0.003164
"3292",17402,20700080704,0.017402
"3293",29388,20700080801,0.029388
"3294",158790,20700080802,0.15879
"3295",4266,20700080803,0.004266
"3296",3390,20700080901,0.00339
"3297",25464,20700080902,0.025464
"3298",24182,20700080903,0.024182
"3299",8428,20700080904,0.008428
"3300",14494,20700080905,0.014494
"3301",71100,20700081001,0.0711
"3302",58302,20700081002,0.058302
"3303",72048,20700081003,0.072048
"3304",20884,20700081004,0.020884
"3305",88645,20700081005,0.088645
"3306",91868,20700090101,0.091868
"3307",29529,20700090102,0.029529
"3308",22967,20700090201,0.022967
"3309",19686,20700090202,0.019686
"3310",22967,20700090203,0.022967
"3311",26686,20700090301,0.026686
"3312",30650,20700090302,0.03065
"3313",25510,20700090303,0.02551
"3314",28186,20700090401,0.028186
"3315",12692,20700090402,0.012692
"3316",28070,20700090403,0.02807
"3317",19067,20700090404,0.019067
"3318",13264,20700090405,0.013264
"3319",40201,20700090501,0.040201
"3320",64966,20700090502,0.064966
"3321",39618,20700090504,0.039618
"3322",83638,20700090505,0.083638
"3323",30814,20700090506,0.030814
"3324",145266,20700090601,0.145266
"3325",23668,20700090602,0.023668
"3326",5231,20700090603,0.005231
"3327",26412,20700090604,0.026412
"3328",74834,20700090605,0.074834
"3329",757144,20700090606,0.757144
"3330",118854,20700090701,0.118854
"3331",33184,20700090702,0.033184
"3332",56142,20700090703,0.056142
"3333",493024,20700090704,0.493024
"3334",128454,20700100101,0.128454
"3335",412971,20700100102,0.412971
"3336",936232,20700100103,0.936232
"3337",193326,20700100201,0.193326
"3338",45852,20700100202,0.045852
"3339",11052,20700100203,0.011052
"3340",413623,20700100204,0.413623
"3341",140416,20700100301,0.140416
"3342",61353,20700100302,0.061353
"3343",3816,20700100303,0.003816
"3344",1908,20700100304,0.001908
"3345",1944,20700100305,0.001944
"3346",2816,20700100306,0.002816
"3347",5032,20700100307,0.005032
"3348",8502,20700100401,0.008502
"3349",165970,20700100402,0.16597
"3350",97412,20700100501,0.097412
"3351",99436,20700100502,0.099436
"3352",17025,20700100503,0.017025
"3353",128072,20700100504,0.128072
"3354",182435,20700100601,0.182435
"3355",100563,20700100602,0.100563
"3356",107998,20700100603,0.107998
"3357",23870,20700100604,0.02387
"3358",37206,20700100605,0.037206
"3359",8406,20700100606,0.008406
"3360",5800,20700100701,0.0058
"3361",22416,20700100702,0.022416
"3362",110151,20700100703,0.110151
"3363",17504,20700100704,0.017504
"3364",91716,20700100705,0.091716
"3365",22850,20700100801,0.02285
"3366",39548,20700100802,0.039548
"3367",13102,20700100803,0.013102
"3368",76588,20700100804,0.076588
"3369",42752,20700100805,0.042752
"3370",5176,20700110101,0.005176
"3371",940,20700110102,0.00094
"3372",22416,20700110103,0.022416
"3373",20548,20700110104,0.020548
"3374",10696,20700110105,0.010696
"3375",2896,20700110106,0.002896
"3376",126906,20700110202,0.126906
"3377",439290,20700110203,0.43929
"3378",136668,20700110204,0.136668
"3379",117144,20700110205,0.117144
"3380",94903,20700110206,0.094903
"3381",44987,20700110207,0.044987
"3382",94,20700110301,9.4e-05
"3383",470,20700110302,0.00047
"3384",94,20700110303,9.4e-05
"3385",3196,20700110304,0.003196
"3386",35225,20700110305,0.035225
"3387",376,20700110306,0.000376
"3388",5264,20700110401,0.005264
"3389",940,20700110402,0.00094
"3390",752,20700110403,0.000752
"3391",2428,20700110501,0.002428
"3392",419,20700110502,0.000419
"3393",6175,20700110503,0.006175
"3394",126810,20700110601,0.12681
"3395",28996,20700110602,0.028996
"3396",8677,20700110603,0.008677
"3397",5304,20700110604,0.005304
"3398",2925,20700110701,0.002925
"3399",7475,20700110702,0.007475
"3400",1300,20700110703,0.0013
"3401",975,20700110704,0.000975
"3402",2856,20700110801,0.002856
"3403",816,20700110802,0.000816
"3404",2448,20700110803,0.002448
"3405",698769,20700110804,0.698769
"3406",427752,20700110805,0.427752
"3407",53469,20700110806,0.053469
"3408",11050,20700110901,0.01105
"3409",5525,20700110902,0.005525
"3410",325,20700110903,0.000325
"3411",160407,20801020101,0.160407
"3412",641628,20801020102,0.641628
"3413",588159,20801020103,0.588159
"3414",7500,20801020105,0.0075
"3415",2288,20801020201,0.002288
"3416",109296,20801020202,0.109296
"3417",306099,20801020203,0.306099
"3418",462191,20801020204,0.462191
"3419",161368,20801020301,0.161368
"3420",1085,20801020302,0.001085
"3421",304888,20801020303,0.304888
"3422",373604,20801020401,0.373604
"3423",187200,20801020402,0.1872
"3424",448326,20801020403,0.448326
"3425",413023,20801020404,0.413023
"3426",413538,20801020405,0.413538
"3427",162640,20801020406,0.16264
"3428",1685003,20801020407,1.685003
"3429",37071,20801030101,0.037071
"3430",27167,20801030102,0.027167
"3431",748,20801030201,0.000748
"3432",134479,20801030202,0.134479
"3433",69744,20801030203,0.069744
"3434",37385,20801030301,0.037385
"3435",37806,20801030302,0.037806
"3436",49182,20801030303,0.049182
"3437",57313,20801030304,0.057313
"3438",1081,20801030401,0.001081
"3439",4488,20801030403,0.004488
"3440",6732,20801030404,0.006732
"3441",4488,20801030405,0.004488
"3442",35904,20801030501,0.035904
"3443",4488,20801030502,0.004488
"3444",2244,20801030503,0.002244
"3445",179172,20801030601,0.179172
"3446",115245,20801030602,0.115245
"3447",174136,20801030603,0.174136
"3448",83983,20801030604,0.083983
"3449",3243,20801030701,0.003243
"3450",408,20801030702,0.000408
"3451",5161,20801030703,0.005161
"3452",23378,20801030801,0.023378
"3453",56644,20801030802,0.056644
"3454",2162,20801030803,0.002162
"3455",152022,20801030804,0.152022
"3456",4324,20801030902,0.004324
"3457",5405,20801030903,0.005405
"3458",18377,20801030904,0.018377
"3459",3991,20801030905,0.003991
"3460",1081,20801030906,0.001081
"3461",17410,20801031001,0.01741
"3462",2992,20801031002,0.002992
"3463",21928,20801031003,0.021928
"3464",119570,20801031101,0.11957
"3465",104774,20801031102,0.104774
"3466",155445,20801031103,0.155445
"3467",51066,20801031104,0.051066
"3468",1083,20801031105,0.001083
"3469",22051,20801040101,0.022051
"3470",1443393,20801040102,1.443393
"3471",20938,20801040103,0.020938
"3472",10123,20801040104,0.010123
"3473",63405,20801040201,0.063405
"3474",121845,20801040203,0.121845
"3475",408,20801040303,0.000408
"3476",286,20801040304,0.000286
"3477",5503,20801040305,0.005503
"3478",2040,20801040401,0.00204
"3479",31302,20801040402,0.031302
"3480",2288,20801040404,0.002288
"3481",1430,20801040405,0.00143
"3482",23156,20801040406,0.023156
"3483",20868,20801040501,0.020868
"3484",63903,20801040502,0.063903
"3485",15651,20801040503,0.015651
"3486",6075,20801040504,0.006075
"3487",11059,20801040601,0.011059
"3488",2595,20801040602,0.002595
"3489",1736,20801040603,0.001736
"3490",3750,20801040701,0.00375
"3491",5625,20801040702,0.005625
"3492",3750,20801040703,0.00375
"3493",6250,20801040704,0.00625
"3494",5616,20801040705,0.005616
"3495",8303,20801050101,0.008303
"3496",1444,20801050102,0.001444
"3497",2166,20801050103,0.002166
"3498",1805,20801050104,0.001805
"3499",57400,20801050105,0.0574
"3500",1805,20801050202,0.001805
"3501",722,20801050203,0.000722
"3502",574722,20801050204,0.574722
"3503",688800,20801050205,0.6888
"3504",114800,20801050301,0.1148
"3505",229600,20801050302,0.2296
"3506",660256,20801050303,0.660256
"3507",114800,20801050401,0.1148
"3508",114800,20801050402,0.1148
"3509",282054,20801050501,0.282054
"3510",123320,20801050502,0.12332
"3511",2067024,20801050503,2.067024
"3512",2685148,20801050504,2.685148
"3513",233694,20801050601,0.233694
"3514",173942,20801050602,0.173942
"3515",488056,20801050603,0.488056
"3516",2995009,20801050604,2.995009
"3517",487792,20801060101,0.487792
"3518",55390,20801060103,0.05539
"3519",449157,20801060201,0.449157
"3520",289025,20801060202,0.289025
"3521",92851,20801060203,0.092851
"3522",244223,20801060204,0.244223
"3523",116139,20801060301,0.116139
"3524",10252,20801060302,0.010252
"3525",17941,20801060303,0.017941
"3526",35882,20801060304,0.035882
"3527",330275,20801060401,0.330275
"3528",51309,20801060402,0.051309
"3529",81304,20801060403,0.081304
"3530",108542,20801060404,0.108542
"3531",397834,20801060501,0.397834
"3532",361,20801060502,0.000361
"3533",722,20801060503,0.000722
"3534",31747,20801060602,0.031747
"3535",121794,20801060603,0.121794
"3536",516349,20801060701,0.516349
"3537",74306,20801060702,0.074306
"3538",1805,20801060801,0.001805
"3539",59963,20801060802,0.059963
"3540",377719,20801060803,0.377719
"3541",233712,20801060901,0.233712
"3542",23067,20801060902,0.023067
"3543",493182,20801060903,0.493182
"3544",133276,20801060904,0.133276
"3545",488056,20801061001,0.488056
"3546",1952224,20801061002,1.952224
"3547",89349,20801061003,0.089349
"3548",74944,20801061004,0.074944
"3549",7439972,20801061102,7.439972
"3550",36879,20801070101,0.036879
"3551",601059,20801070102,0.601059
"3552",147432,20801070103,0.147432
"3553",836369,20801070104,0.836369
"3554",1850523,20801070201,1.850523
"3555",6335353,20801070202,6.335353
"3556",2587088,20801070203,2.587088
"3557",4607157,20801070204,4.607157
"3558",35259158,20801080101,35.259158
"3559",12378720,20801080102,12.37872
"3560",42060,20801080103,0.04206
"3561",83331,20801080104,0.083331
"3562",18513,20801080201,0.018513
"3563",23823,20801080202,0.023823
"3564",1434783,20801090101,1.434783
"3565",168798,20801090102,0.168798
"3566",168798,20801090201,0.168798
"3567",168798,20801090202,0.168798
"3568",84399,20801090203,0.084399
"3569",2448993,20801090204,2.448993
"3570",253197,20801090205,0.253197
"3571",9118,20801090301,0.009118
"3572",93517,20801090302,0.093517
"3573",4242,20801090304,0.004242
"3574",80598,20801090305,0.080598
"3575",69760,20801090306,0.06976
"3576",34880,20801090307,0.03488
"3577",253197,20801090401,0.253197
"3578",2030135,20801090402,2.030135
"3579",590793,20801090403,0.590793
"3580",2025576,20801090404,2.025576
"3581",2785167,20801090405,2.785167
"3582",87243,20801090406,0.087243
"3583",11564,20801090501,0.011564
"3584",8532,20801090502,0.008532
"3585",5688,20801090503,0.005688
"3586",7110,20801090504,0.00711
"3587",34880,20801100101,0.03488
"3588",8720,20801100102,0.00872
"3589",218000,20801100202,0.218
"3590",34880,20801100205,0.03488
"3591",266916,20801100301,0.266916
"3592",56880,20801100302,0.05688
"3593",63990,20801100303,0.06399
"3594",11022,20801100304,0.011022
"3595",19908,20801100305,0.019908
"3596",10044,20801100307,0.010044
"3597",4800,20801100401,0.0048
"3598",4800,20801100402,0.0048
"3599",16800,20801100403,0.0168
"3600",12000,20801100405,0.012
"3601",4800,20801100501,0.0048
"3602",36000,20801100601,0.036
"3603",54203,20801100602,0.054203
"3604",8532,20801110101,0.008532
"3605",16768,20801110102,0.016768
"3606",175834,20801110201,0.175834
"3607",12798,20801110202,0.012798
"3608",4266,20801110203,0.004266
"3609",8384,20801110204,0.008384
"3610",37728,20801110205,0.037728
"3611",4800,20801110301,0.0048
"3612",8384,20801110302,0.008384
"3613",106016,20801110303,0.106016
"3614",115574,20801110401,0.115574
"3615",49403,20801110501,0.049403
"3616",4800,20801110502,0.0048
"3617",197612,20801110602,0.197612
"3618",247015,20801110702,0.247015
"3619",296418,20801110703,0.296418
"3620",148209,20801110801,0.148209
"3621",345821,20801110802,0.345821
"3622",154135,20801110803,0.154135
"3623",17778,20801110804,0.017778
"3624",11852,20801110901,0.011852
"3625",65186,20801110902,0.065186
"3626",2240000,20802010101,2.24
"3627",69286,20802010103,0.069286
"3628",349286,20802010202,0.349286
"3629",1195143,20802010301,1.195143
"3630",1195143,20802010302,1.195143
"3631",4780572,20802010303,4.780572
"3632",13244,20802010402,0.013244
"3633",1327278,20802010403,1.327278
"3634",3585429,20802010404,3.585429
"3635",277144,20802010501,0.277144
"3636",6633578,20802010503,6.633578
"3637",7251869,20802010504,7.251869
"3638",7170858,20802010505,7.170858
"3639",3654715,20802010506,3.654715
"3640",5975715,20802010507,5.975715
"3641",840000,20802010604,0.84
"3642",280000,20802010605,0.28
"3643",138572,20802010702,0.138572
"3644",277144,20802010703,0.277144
"3645",69286,20802010704,0.069286
"3646",5975715,20802010803,5.975715
"3647",741,20802010903,0.000741
"3648",76197,20802011003,0.076197
"3649",188464,20802011102,0.188464
"3650",2223,20802011301,0.002223
"3651",6669,20802011302,0.006669
"3652",4446,20802011401,0.004446
"3653",1482,20802011402,0.001482
"3654",8151,20802011403,0.008151
"3655",5187,20802011501,0.005187
"3656",126896,20802011505,0.126896
"3657",30510,20802020102,0.03051
"3658",47586,20802020105,0.047586
"3659",15862,20802020106,0.015862
"3660",15862,20802020107,0.015862
"3661",47586,20802020108,0.047586
"3662",15255,20802020202,0.015255
"3663",15862,20802020204,0.015862
"3664",31724,20802020205,0.031724
"3665",126896,20802020302,0.126896
"3666",372042,20802020303,0.372042
"3667",158013,20802020402,0.158013
"3668",15862,20802020404,0.015862
"3669",265864,20802020501,0.265864
"3670",31724,20802020503,0.031724
"3671",63448,20802020504,0.063448
"3672",31724,20802020505,0.031724
"3673",63448,20802020506,0.063448
"3674",175848,20802030101,0.175848
"3675",117232,20802030102,0.117232
"3676",243211,20802030103,0.243211
"3677",134726,20802030201,0.134726
"3678",134726,20802030202,0.134726
"3679",202089,20802030203,0.202089
"3680",131029,20802030301,0.131029
"3681",808356,20802030302,0.808356
"3682",887320,20802030303,0.88732
"3683",369683,20802030304,0.369683
"3684",1215361,20802030305,1.215361
"3685",100688,20802030306,0.100688
"3686",71920,20802030401,0.07192
"3687",336815,20802030402,0.336815
"3688",67363,20802030403,0.067363
"3689",73170,20802030404,0.07317
"3690",215723,20802030405,0.215723
"3691",18545,20802030501,0.018545
"3692",55635,20802030502,0.055635
"3693",74180,20802030504,0.07418
"3694",287997,20802030505,0.287997
"3695",92725,20802030506,0.092725
"3696",202089,20802030601,0.202089
"3697",1077808,20802030602,1.077808
"3698",1212534,20802030603,1.212534
"3699",404178,20802030604,0.404178
"3700",55635,20802030701,0.055635
"3701",55635,20802030702,0.055635
"3702",37090,20802030703,0.03709
"3703",37090,20802030802,0.03709
"3704",55670,20802030803,0.05567
"3705",52561,20802030804,0.052561
"3706",166905,20802030901,0.166905
"3707",55635,20802030902,0.055635
"3708",129815,20802030903,0.129815
"3709",37284,20802031002,0.037284
"3710",194,20802031103,0.000194
"3711",201634,20802031104,0.201634
"3712",1358,20802031201,0.001358
"3713",1358,20802031202,0.001358
"3714",194,20802031203,0.000194
"3715",55746,20802031204,0.055746
"3716",27616,20802031301,0.027616
"3717",17328,20802031303,0.017328
"3718",122105,20802031304,0.122105
"3719",124889,20802031402,0.124889
"3720",32932,20802031403,0.032932
"3721",235671,20802031502,0.235671
"3722",2328,20802040101,0.002328
"3723",2522,20802040102,0.002522
"3724",388,20802040103,0.000388
"3725",582,20802040104,0.000582
"3726",194,20802040105,0.000194
"3727",776,20802040201,0.000776
"3728",2522,20802040202,0.002522
"3729",8536,20802040203,0.008536
"3730",2642,20802040301,0.002642
"3731",4080,20802040302,0.00408
"3732",3552,20802040303,0.003552
"3733",58736,20802040304,0.058736
"3734",582,20802040305,0.000582
"3735",579815,20802040401,0.579815
"3736",128528,20802040402,0.128528
"3737",388,20802040403,0.000388
"3738",23016,20802040404,0.023016
"3739",110823,20802040405,0.110823
"3740",263102,20802040501,0.263102
"3741",83637,20802040502,0.083637
"3742",316971,20802040503,0.316971
"3743",52767,20802040504,0.052767
"3744",60550,20802050101,0.06055
"3745",35941,20802050103,0.035941
"3746",350955,20802050202,0.350955
"3747",32888,20802050203,0.032888
"3748",373235,20802050204,0.373235
"3749",24000,20802050205,0.024
"3750",24225,20802050301,0.024225
"3751",95694,20802050302,0.095694
"3752",76240,20802050303,0.07624
"3753",96692,20802050402,0.096692
"3754",135975,20802050404,0.135975
"3755",15370,20802050405,0.01537
"3756",15370,20802050501,0.01537
"3757",64742,20802050502,0.064742
"3758",196890,20802050504,0.19689
"3759",375803,20802050505,0.375803
"3760",61480,20802050601,0.06148
"3761",169070,20802050602,0.16907
"3762",525965,20802050603,0.525965
"3763",1904910,20802050604,1.90491
"3764",1280437,20802050605,1.280437
"3765",2907275,20802050606,2.907275
"3766",21753847,20802050607,21.753847
"3767",23503503,20802060101,23.503503
"3768",23832383,20802060102,23.832383
"3769",9405652,20802060103,9.405652
"3770",1940,20802060104,0.00194
"3771",776,20802060105,0.000776
"3772",1886878,20802060106,1.886878
"3773",131037445,20802060201,131.037445
"3774",1356,20802060202,0.001356
"3775",28888,20802060203,0.028888
"3776",7222,20802060204,0.007222
"3777",2034,20802060301,0.002034
"3778",678,20802060302,0.000678
"3779",1428,20802060304,0.001428
"3780",24373,20802060401,0.024373
"3781",350814,20802060402,0.350814
"3782",3680898,20802060403,3.680898
