"","HUC12","ReptSpcNum"
"901",121101080104,48
"902",130800020101,47
"903",121101100504,52
"904",121101090304,49
"905",30801010202,53
"906",121101100403,49
"907",121101080201,46
"908",31002060303,61
"909",121002040108,62
"910",31002060601,63
"911",121101090302,47
"912",121101100308,48
"913",121101061105,46
"914",31001010306,53
"915",30901011402,52
"916",31001010301,57
"917",130800020102,50
"918",121003030501,52
"919",121101100505,52
"920",31002040101,56
"921",31002060203,58
"922",30901011204,57
"923",121003030402,53
"924",121101040306,49
"925",121101030404,46
"926",121002040207,55
"927",30802030302,56
"928",31002040301,53
"929",121101090404,50
"930",30802030301,56
"931",31002040302,54
"932",121004020103,60
"933",121003030401,53
"934",121101040602,48
"935",121101080101,46
"936",121101100302,49
"937",30901011202,56
"938",31001010202,57
"939",121101061205,46
"940",121002040206,54
"941",121004020302,66
"942",121002040301,60
"943",121003030403,52
"944",30801010206,52
"945",121004020205,58
"946",120903020207,64
"947",30801010301,53
"948",121002040106,61
"949",121004020104,63
"950",31002040102,57
"951",121101061104,46
"952",30901011102,52
"953",121101090205,49
"954",31002050302,56
"955",31001010205,55
"956",121101040303,49
"957",30801010302,53
"958",30801010205,56
"959",121101030204,46
"960",121003030601,53
"961",121003030404,53
"962",121101061101,45
"963",121101040304,50
"964",30802030303,59
"965",121101040601,47
"966",30801010204,54
"967",121101100307,51
"968",121101090403,50
"969",121101100405,51
"970",31002060301,57
"971",31002070504,64
"972",31002040103,54
"973",31002050301,54
"974",121101100407,51
"975",121004010100,68
"976",31002050503,57
"977",31002060103,59
"978",121101061204,45
"979",121003030201,52
"980",121101040301,52
"981",121101090301,49
"982",121101040205,50
"983",121002040210,56
"984",30901011201,57
"985",30801010401,52
"986",31002050303,54
"987",121101100402,51
"988",121101030401,43
"989",121002040205,54
"990",121101100401,51
"991",121002040105,60
"992",121003030306,53
"993",31002060102,62
"994",31001010103,56
"995",121004020102,62
"996",121101090402,50
"997",31002060201,58
"998",121101100306,53
"999",121101061203,45
"1000",121101030203,46
"1001",121101061103,45
"1002",121101040201,52
"1003",120904020204,65
"1004",121004020203,54
"1005",130800010805,53
"1006",121101040302,52
"1007",121002040203,52
"1008",31002050101,57
"1009",121003030506,50
"1010",30801010405,59
"1011",121002040107,62
"1012",30901011001,53
"1013",121101061004,44
"1014",121101090204,48
"1015",30801010404,58
"1016",31001010203,57
"1017",121101090401,50
"1018",30901010702,57
"1019",30901011103,52
"1020",30801010406,56
"1021",30801010402,52
"1022",31002050502,55
"1023",31002060101,61
"1024",121101040204,49
"1025",121003030206,52
"1026",30901010701,57
"1027",121001020503,53
"1028",121101061003,44
"1029",121101061202,44
"1030",31001010204,55
"1031",121004020204,53
"1032",120904010308,61
"1033",121101090203,48
"1034",31002070503,66
"1035",30901011002,52
"1036",121001010402,54
"1037",120904020300,65
"1038",121002040209,56
"1039",121101061102,44
"1040",30802030305,62
"1041",31001010101,57
"1042",121101040108,53
"1043",31002060202,59
"1044",121003030205,56
"1045",121101061006,43
"1046",121003030202,57
"1047",121002040104,60
"1048",30801010501,53
"1049",31002050103,54
"1050",121101100305,55
"1051",121101100301,53
"1052",121101090105,48
"1053",121002040103,58
"1054",31001010102,57
"1055",121004020101,60
"1056",121101040505,51
"1057",121101030202,49
"1058",121002040208,55
"1059",121101060805,45
"1060",121003030305,55
"1061",30801010403,54
"1062",121001010403,54
"1063",121101100105,51
"1064",120904010307,60
"1065",30901011101,52
"1066",121101100206,53
"1067",130800010703,52
"1068",121101030201,48
"1069",30802030304,63
"1070",121002040204,54
"1071",31002050102,57
"1072",121004020202,57
"1073",121002040202,54
"1074",31001010201,56
"1075",121101061201,49
"1076",121003040405,53
"1077",121003030106,56
"1078",121001020501,50
"1079",30801010503,53
"1080",121101070407,49
"1081",121004020201,58
"1082",121101061001,45
"1083",31002070502,65
"1084",121101061002,48
"1085",30901010804,56
"1086",130800010804,52
"1087",31002050304,55
"1088",130800010702,49
"1089",121101040405,50
"1090",120904010306,60
"1091",31002050404,56
"1092",121101100201,52
"1093",31002050501,55
"1094",121101070405,45
"1095",30901010802,56
"1096",121002040201,55
"1097",130800010803,51
"1098",121004010200,63
"1099",30801010502,54
"1100",121002040101,56
"1101",121101070406,47
"1102",31002070501,57
"1103",121101040107,54
"1104",121101060803,46
"1105",121003030204,54
"1106",120904020203,60
"1107",121002020702,53
"1108",121101060804,49
"1109",121101090104,49
"1110",120903020206,59
"1111",120701040504,56
"1112",30901010905,52
"1113",30901010602,52
"1114",121001020405,53
"1115",31002050201,57
"1116",30901010803,56
"1117",30801010410,57
"1118",121003030304,57
"1119",121003030105,56
"1120",121101100203,53
"1121",121101100304,55
"1122",121101040203,53
"1123",121101040202,52
"1124",30802030307,63
"1125",30901010904,53
"1126",121101030105,53
"1127",31002050205,56
"1128",121001010303,59
"1129",31002080201,56
"1130",121001020502,54
"1131",30801010409,58
"1132",31002050202,56
"1133",121101061005,48
"1134",31002050204,56
"1135",30801010408,56
"1136",121003040403,54
"1137",120903020205,59
"1138",121101060802,47
"1139",121101100104,53
"1140",30801010407,60
"1141",121101100303,57
"1142",121001010305,51
"1143",121002020704,55
"1144",31002080202,54
"1145",30801010504,54
"1146",121101090202,51
"1147",121001010304,54
"1148",121002020703,52
"1149",121101070404,49
"1150",31002050403,58
"1151",121003030303,56
"1152",120904010305,60
"1153",121001010401,51
"1154",130800010605,51
"1155",121003030104,58
"1156",30801010507,55
"1157",130800010701,51
"1158",30901010903,53
"1159",121101100103,55
"1160",30801010506,53
"1161",121101060405,50
"1162",30802030308,61
"1163",121101030104,52
"1164",121002020705,56
"1165",121101100205,56
"1166",121101100204,57
"1167",130800010802,53
"1168",121001010302,56
"1169",121101040404,54
"1170",121101100202,57
"1171",31002070404,63
"1172",30901010902,53
"1173",31002080203,56
"1174",31002070307,63
"1175",121002040102,57
"1176",121101060801,48
"1177",31002080101,56
"1178",121101060905,53
"1179",121101060906,53
"1180",31002050203,56
"1181",121001020206,51
"1182",121101040503,54
"1183",120402050400,64
"1184",121003040402,55
"1185",30901010601,56
"1186",31002050402,58
"1187",30801010601,57
"1188",121101100102,58
"1189",30901010801,56
"1190",121003030103,58
"1191",121004010300,64
"1192",80903020704,20
"1193",120904020100,60
"1194",120903020204,57
"1195",121003040404,57
"1196",121002020701,54
"1197",121002020405,56
"1198",31002080206,57
"1199",31002070306,63
"1200",31002080104,58
"1201",120904010304,58
"1202",121101060904,53
"1203",121003030203,57
"1204",121001020310,53
"1205",121101040106,54
"1206",121001020404,54
"1207",31002080204,56
"1208",121002020507,55
"1209",31002050401,56
"1210",121101060706,51
"1211",121002020509,53
"1212",121101090103,58
"1213",121101060505,52
"1214",30801010602,57
"1215",121003020507,63
"1216",121101040504,54
"1217",121101030103,54
"1218",120701040502,57
"1219",120904020202,57
"1220",121101040501,55
"1221",121001010301,56
"1222",121101040502,55
"1223",31002070402,58
"1224",121001020309,50
"1225",121002020510,53
"1226",121002020508,54
"1227",121101040104,53
"1228",121101040403,53
"1229",121003020508,63
"1230",31002080205,56
"1231",121101070207,54
"1232",30802030309,63
"1233",121003040401,58
"1234",121101070205,55
"1235",121001020403,53
"1236",120903020203,57
"1237",121003030101,62
"1238",80903020810,36
"1239",30901010504,58
"1240",121101070403,53
"1241",30801010505,54
"1242",31002080102,59
"1243",121002020403,55
"1244",121101100101,64
"1245",121001010203,53
"1246",120904020201,56
"1247",30901010202,53
"1248",120701040503,56
"1249",121003030302,58
"1250",121001020402,52
"1251",30801010701,55
"1252",121003010301,64
"1253",121001010205,52
"1254",121003030102,60
"1255",121101090201,61
"1256",121101060402,53
"1257",121001020205,50
"1258",30801010603,63
"1259",120903020202,53
"1260",31002080207,57
"1261",121101070206,55
"1262",30901010901,54
"1263",121003020506,65
"1264",120904010302,58
"1265",121002020404,54
"1266",80903020706,37
"1267",31002070305,64
"1268",121101070402,54
"1269",121101060404,53
"1270",121003020509,64
"1271",80901000209,35
"1272",80901000210,36
"1273",120903020201,55
"1274",130800010604,53
"1275",121101040103,56
"1276",31002070403,59
"1277",80903020703,37
"1278",121002020505,55
"1279",31002080103,61
"1280",121003010204,64
"1281",121001010202,52
"1282",30901010400,54
"1283",30801010604,66
"1284",121002020506,53
"1285",31002070401,59
"1286",80901000208,36
"1287",31002080302,57
"1288",30801010704,57
"1289",30801010703,55
"1290",80903020609,37
"1291",130800010502,52
"1292",31002070304,63
"1293",121002020605,53
"1294",120701040501,55
"1295",121001010204,58
"1296",121001010206,51
"1297",121003010303,63
"1298",120904010303,57
"1299",130800010801,55
"1300",121101040402,56
"1301",80903020607,37
"1302",121101030102,55
"1303",31002080301,57
"1304",121003040305,58
"1305",121001020308,52
"1306",130402050201,62
"1307",130800010406,58
"1308",121001020305,52
"1309",30901010104,55
"1310",121101060902,55
"1311",121101070401,54
"1312",121002020402,54
"1313",80903010505,36
"1314",30801010702,66
"1315",121002020504,58
"1316",30801020101,60
"1317",31002080303,57
"1318",120402040300,62
"1319",121002020603,52
"1320",121001020204,51
"1321",121101060403,58
"1322",121101060401,56
"1323",121003040304,60
"1324",121001010106,52
"1325",80903020406,37
"1326",121101040401,56
"1327",80903020608,37
"1328",121101070204,58
"1329",121101070202,61
"1330",30801020102,62
"1331",120904010301,57
"1332",130800010501,58
"1333",121101060903,57
"1334",80903010506,36
"1335",121101090101,62
"1336",121003020505,65
"1337",121001020307,52
"1338",130402050204,63
"1339",130402050105,62
"1340",130402050202,62
"1341",130402050203,63
"1342",121101090102,63
"1343",121101060705,56
"1344",30901010502,62
"1345",30901010302,59
"1346",31002070303,62
"1347",80903020705,38
"1348",121001020306,53
"1349",31002070301,59
"1350",121101060503,56
"1351",121101020406,55
"1352",120904010206,55
"1353",130800010602,57
"1354",30801010705,57
"1355",30801010707,59
"1356",80903020702,38
"1357",121002020602,51
