"","HUC_12","Terrestrial_Acres","Rare_Acres","Protected_Rare_Acres","Percent_of_HUC_Rare","Percent_Rare_Area_Protected"
"58827",170602060303,25256,0,NA,0,NA
"58828",90201090501,25256,0,NA,0,NA
"58829",170900030603,25256,0,NA,0,NA
"58830",150602010209,25257,0,NA,0,NA
"58831",30402050909,25258,0,NA,0,NA
"58832",103002000102,25258,0,NA,0,NA
"58833",180902062108,25258,0,NA,0,NA
"58834",41503040204,25258,0,NA,0,NA
"58835",120100050203,25259,0,NA,0,NA
"58836",101900050503,25261,0,NA,0,NA
"58837",140401090102,25261,0,NA,0,NA
"58838",10600020106,25261,0,NA,0,NA
"58839",111402090307,25261,0,NA,0,NA
"58840",80402010101,25262,0,NA,0,NA
"58841",41504030402,25262,0,NA,0,NA
"58842",71100040103,25262,0,NA,0,NA
"58843",121101050706,25262,0,NA,0,NA
"58844",102001020305,25264,0,NA,0,NA
"58845",130402040405,25264,0,NA,0,NA
"58846",111403010101,25265,0,NA,0,NA
"58847",170102030401,25265,0,NA,0,NA
"58848",180201550302,25269,0,NA,0,NA
"58849",140500031006,25269,0,NA,0,NA
"58850",100200010208,25270,0,NA,0,NA
"58851",160401051102,25270,0,NA,0,NA
"58852",111403010401,25271,0,NA,0,NA
"58853",70900021001,25271,0,NA,0,NA
"58854",180901020603,25271,0,NA,0,NA
"58855",110100070301,25271,0,NA,0,NA
"58856",60200021002,25272,0,NA,0,NA
"58857",170402060403,25272,0,NA,0,NA
"58858",160502030703,25272,0,NA,0,NA
"58859",80402040406,25273,0,NA,0,NA
"58860",40101010302,25274,0,NA,0,NA
"58861",70500070202,25274,0,NA,0,NA
"58862",111302010310,25274,0,NA,0,NA
"58863",180300060301,25275,0,NA,0,NA
"58864",71300100801,25275,0,NA,0,NA
"58865",50902010701,25275,0,NA,0,NA
"58866",50302030901,25276,0,NA,0,NA
"58867",100800070503,25276,0,NA,0,NA
"58868",130202031003,25277,0,NA,0,NA
"58869",102500070306,25277,0,NA,0,NA
"58870",90203030202,25277,0,NA,0,NA
"58871",150400040309,25277,0,NA,0,NA
"58872",80402060708,25277,0,NA,0,NA
"58873",130800020101,25278,0,NA,0,NA
"58874",160600131001,25278,0,NA,0,NA
"58875",100800060403,25278,0,NA,0,NA
"58876",30102030101,25279,0,NA,0,NA
"58877",110500010503,25280,0,NA,0,NA
"58878",170501010501,25280,0,NA,0,NA
"58879",51001020403,25280,0,NA,0,NA
"58880",30300040701,25280,0,NA,0,NA
"58881",150502020902,25280,0,NA,0,NA
"58882",70802070302,25281,0,NA,0,NA
"58883",40302010401,25281,0,NA,0,NA
"58884",101900030707,25282,0,NA,0,NA
"58885",20801030101,25282,0,NA,0,NA
"58886",150100111602,25282,0,NA,0,NA
"58887",130202031201,25282,0,NA,0,NA
"58888",31403040402,25282,0,NA,0,NA
"58889",102600150404,25282,0,NA,0,NA
"58890",120701040201,25283,0,NA,0,NA
"58891",30602020505,25284,0,NA,0,NA
"58892",110300040102,25284,0,NA,0,NA
"58893",80302060506,25284,0,NA,0,NA
"58894",70500070501,25284,0,NA,0,NA
"58895",130600030105,25285,0,NA,0,NA
"58896",71100050402,25285,0,NA,0,NA
"58897",180902040805,25286,0,NA,0,NA
"58898",80802030505,25286,0,NA,0,NA
"58899",40601020203,25286,0,NA,0,NA
"58900",150301010202,25286,0,NA,0,NA
"58901",100200080402,25286,0,NA,0,NA
"58902",140100050205,25287,0,NA,0,NA
"58903",180902031407,25288,0,NA,0,NA
"58904",111301030303,25288,0,NA,0,NA
"58905",20802020105,25288,0,NA,0,NA
"58906",140200030604,25289,0,NA,0,NA
"58907",110902020104,25290,0,NA,0,NA
"58908",150302040304,25290,0,NA,0,NA
"58909",102702010204,25290,0,NA,0,NA
"58910",102300020102,25291,0,NA,0,NA
"58911",101900150102,25292,0,NA,0,NA
"58912",30402031103,25292,0,NA,0,NA
"58913",31101030305,25292,0,NA,0,NA
"58914",30502080404,25292,0,NA,0,NA
"58915",40801030107,25292,0,NA,0,NA
"58916",31300040708,25292,0,NA,0,NA
"58917",20503060102,25293,0,NA,0,NA
"58918",160102040401,25294,0,NA,0,NA
"58919",100200041207,25295,0,NA,0,NA
"58920",160402030704,25295,0,NA,0,NA
"58921",102400030602,25295,0,NA,0,NA
"58922",180901020804,25295,0,NA,0,NA
"58923",170402180703,25295,0,NA,0,NA
"58924",102600080801,25295,0,NA,0,NA
"58925",80802030703,25295,0,NA,0,NA
"58926",51100020304,25296,0,NA,0,NA
"58927",20700060204,25296,0,NA,0,NA
"58928",111001040504,25296,0,NA,0,NA
"58929",20401030301,25297,0,NA,0,NA
"58930",170402090204,25298,0,NA,0,NA
"58931",130100011202,25298,0,NA,0,NA
"58932",60200030102,25298,0,NA,0,NA
"58933",51301010904,25299,0,NA,0,NA
"58934",110500010201,25299,0,NA,0,NA
"58935",31601130601,25300,0,NA,0,NA
"58936",102100080402,25301,0,NA,0,NA
"58937",80801020508,25301,0,NA,0,NA
"58938",120500020105,25301,0,NA,0,NA
"58939",102600010102,25302,0,NA,0,NA
"58940",170402180605,25303,0,NA,0,NA
"58941",110901010707,25303,0,NA,0,NA
"58942",40601020903,25304,0,NA,0,NA
"58943",31403050401,25304,0,NA,0,NA
"58944",110100070404,25304,0,NA,0,NA
"58945",130202090701,25305,0,NA,0,NA
"58946",101500010104,25306,0,NA,0,NA
"58947",150702011503,25307,0,NA,0,NA
"58948",170402130105,25307,0,NA,0,NA
"58949",110300080101,25307,0,NA,0,NA
"58950",180300100504,25307,0,NA,0,NA
"58951",102500100402,25308,0,NA,0,NA
"58952",71000090904,25309,0,NA,0,NA
"58953",70802051401,25310,0,NA,0,NA
"58954",90202050404,25310,0,NA,0,NA
"58955",111003030804,25310,0,NA,0,NA
"58956",170602020201,25311,0,NA,0,NA
"58957",101900090501,25311,0,NA,0,NA
"58958",60102080203,25312,0,NA,0,NA
"58959",100401030102,25313,0,NA,0,NA
"58960",180902081101,25313,0,NA,0,NA
"58961",41504030501,25315,0,NA,0,NA
"58962",130402020106,25316,0,NA,0,NA
"58963",100500040902,25317,0,NA,0,NA
"58964",31102050304,25317,0,NA,0,NA
"58965",80202010302,25318,0,NA,0,NA
"58966",102001011105,25318,0,NA,0,NA
"58967",51201110202,25318,0,NA,0,NA
"58968",10200050703,25318,0,NA,0,NA
"58969",102300060402,25319,0,NA,0,NA
"58970",102901070306,25319,0,NA,0,NA
"58971",71300020104,25319,0,NA,0,NA
"58972",40601020809,25320,0,NA,0,NA
"58973",90201020103,25320,0,NA,0,NA
"58974",170501040201,25320,0,NA,0,NA
"58975",101301051701,25321,0,NA,0,NA
"58976",30402060204,25322,0,NA,0,NA
"58977",100700020602,25322,0,NA,0,NA
"58978",111302010204,25323,0,NA,0,NA
"58979",150100090107,25325,0,NA,0,NA
"58980",80801010203,25325,0,NA,0,NA
"58981",60101080501,25325,0,NA,0,NA
"58982",140401010805,25325,0,NA,0,NA
"58983",110200110603,25326,0,NA,0,NA
"58984",80702020201,25326,0,NA,0,NA
"58985",30701021403,25327,0,NA,0,NA
"58986",100500110201,25328,0,NA,0,NA
"58987",170102080303,25329,0,NA,0,NA
"58988",31601010501,25330,0,NA,0,NA
"58989",130202010502,25331,0,NA,0,NA
"58990",71300070107,25332,0,NA,0,NA
"58991",150200030106,25332,0,NA,0,NA
"58992",110400050703,25333,0,NA,0,NA
"58993",160300061005,25333,0,NA,0,NA
"58994",140700010801,25333,0,NA,0,NA
"58995",120100021006,25333,0,NA,0,NA
"58996",110100140503,25334,0,NA,0,NA
"58997",180201260502,25335,0,NA,0,NA
"58998",111401050303,25335,0,NA,0,NA
"58999",160502030202,25335,0,NA,0,NA
"59000",102702060402,25335,0,NA,0,NA
"59001",110100090105,25335,0,NA,0,NA
"59002",110800080403,25335,0,NA,0,NA
"59003",50100080103,25336,0,NA,0,NA
"59004",111203010105,25336,0,NA,0,NA
"59005",50500090607,25336,0,NA,0,NA
"59006",102600040304,25337,0,NA,0,NA
"59007",101402011805,25337,0,NA,0,NA
"59008",160402021402,25337,0,NA,0,NA
"59009",51201050508,25337,0,NA,0,NA
"59010",31403030204,25337,0,NA,0,NA
"59011",160600030303,25337,0,NA,0,NA
"59012",80202030608,25337,0,NA,0,NA
"59013",170102020610,25339,0,NA,0,NA
"59014",70802090606,25340,0,NA,0,NA
"59015",80202030701,25341,0,NA,0,NA
"59016",160401030802,25341,0,NA,0,NA
"59017",120301060201,25341,0,NA,0,NA
"59018",130403010901,25342,0,NA,0,NA
"59019",100500150504,25342,0,NA,0,NA
"59020",40500011506,25342,0,NA,0,NA
"59021",150200030906,25342,0,NA,0,NA
"59022",111102070303,25342,0,NA,0,NA
"59023",90100020502,25343,0,NA,0,NA
"59024",31300040603,25343,0,NA,0,NA
"59025",150601020305,25343,0,NA,0,NA
"59026",101702020804,25344,0,NA,0,NA
"59027",90300011102,25344,0,NA,0,NA
"59028",102100020504,25345,0,NA,0,NA
"59029",10600020301,25345,0,NA,0,NA
"59030",50800010503,25345,0,NA,0,NA
"59031",160600101001,25345,0,NA,0,NA
"59032",70801010602,25345,0,NA,0,NA
"59033",100902030201,25345,0,NA,0,NA
"59034",150100050905,25345,0,NA,0,NA
"59035",160503040101,25346,0,NA,0,NA
"59036",130700071704,25346,0,NA,0,NA
"59037",160300060806,25347,0,NA,0,NA
"59038",100401060702,25347,0,NA,0,NA
"59039",71000060504,25347,0,NA,0,NA
"59040",100401042107,25347,0,NA,0,NA
"59041",170603061303,25347,0,NA,0,NA
"59042",180902010305,25347,0,NA,0,NA
"59043",51002010704,25347,0,NA,0,NA
"59044",101600030502,25349,0,NA,0,NA
"59045",100500120302,25349,0,NA,0,NA
"59046",160300030606,25349,0,NA,0,NA
"59047",80602040103,25350,0,NA,0,NA
"59048",31401050401,25350,0,NA,0,NA
"59049",181001004602,25351,0,NA,0,NA
"59050",160401030804,25351,0,NA,0,NA
"59051",170602011201,25351,0,NA,0,NA
"59052",150701020510,25351,0,NA,0,NA
"59053",50902020701,25351,0,NA,0,NA
"59054",150100040509,25352,0,NA,0,NA
"59055",170402150304,25352,0,NA,0,NA
"59056",101702020404,25352,0,NA,0,NA
"59057",10802060303,25352,0,NA,0,NA
"59058",101201100303,25353,0,NA,0,NA
"59059",120302020503,25353,0,NA,0,NA
"59060",20801031103,25353,0,NA,0,NA
"59061",130600110307,25354,0,NA,0,NA
"59062",171001030508,25354,0,NA,0,NA
"59063",101401010101,25354,0,NA,0,NA
"59064",30702040201,25354,0,NA,0,NA
"59065",20401060813,25355,0,NA,0,NA
"59066",51201140703,25355,0,NA,0,NA
"59067",130700070204,25355,0,NA,0,NA
"59068",160600040204,25356,0,NA,0,NA
"59069",110702050104,25356,0,NA,0,NA
"59070",160203050202,25357,0,NA,0,NA
"59071",100402011101,25357,0,NA,0,NA
"59072",170402130506,25357,0,NA,0,NA
"59073",103001021109,25358,0,NA,0,NA
"59074",20502040106,25358,0,NA,0,NA
"59075",130500042203,25359,0,NA,0,NA
"59076",101401050105,25360,0,NA,0,NA
"59077",60200021401,25360,0,NA,0,NA
"59078",170602030702,25361,0,NA,0,NA
"59079",110701060605,25361,0,NA,0,NA
"59080",120800060101,25361,0,NA,0,NA
"59081",20802010304,25361,0,NA,0,NA
"59082",30801020806,25362,0,NA,0,NA
"59083",170402090505,25362,0,NA,0,NA
"59084",40802050302,25362,0,NA,0,NA
"59085",102300060301,25362,0,NA,0,NA
"59086",110300120208,25363,0,NA,0,NA
"59087",102100010302,25363,0,NA,0,NA
"59088",110200110701,25363,0,NA,0,NA
"59089",40802030409,25364,0,NA,0,NA
"59090",170402210403,25364,0,NA,0,NA
"59091",70801020505,25365,0,NA,0,NA
"59092",101600031004,25366,0,NA,0,NA
"59093",31700070205,25367,0,NA,0,NA
"59094",130500032004,25368,0,NA,0,NA
"59095",50600030403,25368,0,NA,0,NA
"59096",40500050403,25369,0,NA,0,NA
"59097",120500030306,25369,0,NA,0,NA
"59098",101900060302,25370,0,NA,0,NA
"59099",90203010404,25370,0,NA,0,NA
"59100",110702090404,25370,0,NA,0,NA
"59101",120500011203,25370,0,NA,0,NA
"59102",110200101202,25370,0,NA,0,NA
"59103",130600030403,25371,0,NA,0,NA
"59104",170602060603,25371,0,NA,0,NA
"59105",140300040601,25371,0,NA,0,NA
"59106",80402010503,25372,0,NA,0,NA
"59107",170800060301,25372,0,NA,0,NA
"59108",110200020103,25372,0,NA,0,NA
"59109",51202040108,25373,0,NA,0,NA
"59110",10400010404,25373,0,NA,0,NA
"59111",50500030408,25374,0,NA,0,NA
"59112",20503060603,25374,0,NA,0,NA
"59113",71200040601,25375,0,NA,0,NA
"59114",160101010903,25375,0,NA,0,NA
"59115",40700050206,25375,0,NA,0,NA
"59116",102702020501,25375,0,NA,0,NA
"59117",101800010104,25376,0,NA,0,NA
"59118",111101040405,25376,0,NA,0,NA
"59119",171001030108,25376,0,NA,0,NA
"59120",90202030105,25376,0,NA,0,NA
"59121",100402050701,25377,0,NA,0,NA
"59122",102500030510,25377,0,NA,0,NA
"59123",50200020504,25377,0,NA,0,NA
"59124",130500031703,25378,0,NA,0,NA
"59125",20503011005,25378,0,NA,0,NA
"59126",70801010702,25379,0,NA,0,NA
"59127",71300090709,25379,0,NA,0,NA
"59128",110200101003,25380,0,NA,0,NA
"59129",101201070407,25380,0,NA,0,NA
"59130",101301060308,25380,0,NA,0,NA
"59131",71000040907,25380,0,NA,0,NA
"59132",111401010303,25381,0,NA,0,NA
"59133",150502030103,25382,0,NA,0,NA
"59134",102500030403,25382,0,NA,0,NA
"59135",100500140102,25382,0,NA,0,NA
"59136",140700020507,25384,0,NA,0,NA
"59137",101302011107,25384,0,NA,0,NA
"59138",110400070204,25384,0,NA,0,NA
"59139",51100020206,25385,0,NA,0,NA
"59140",102300070202,25385,0,NA,0,NA
"59141",150200030504,25385,0,NA,0,NA
"59142",140801061402,25385,0,NA,0,NA
"59143",101500060101,25385,0,NA,0,NA
"59144",130301030301,25385,0,NA,0,NA
"59145",31402010501,25385,0,NA,0,NA
"59146",80402040103,25386,0,NA,0,NA
"59147",102001010304,25387,0,NA,0,NA
"59148",150301070104,25387,0,NA,0,NA
"59149",111403070208,25387,0,NA,0,NA
"59150",140600031406,25388,0,NA,0,NA
"59151",100302050501,25389,0,NA,0,NA
"59152",90202011104,25389,0,NA,0,NA
"59153",110200030407,25390,0,NA,0,NA
"59154",101800020403,25391,0,NA,0,NA
"59155",180902020901,25391,0,NA,0,NA
"59156",101202021204,25392,0,NA,0,NA
"59157",51302030105,25392,0,NA,0,NA
"59158",170602050202,25392,0,NA,0,NA
"59159",71000070203,25393,0,NA,0,NA
"59160",71100040905,25393,0,NA,0,NA
"59161",71300120404,25394,0,NA,0,NA
"59162",80402030402,25394,0,NA,0,NA
"59163",160600081803,25395,0,NA,0,NA
"59164",70400020309,25395,0,NA,0,NA
"59165",90201030904,25395,0,NA,0,NA
"59166",30701050204,25396,0,NA,0,NA
"59167",170501050406,25398,0,NA,0,NA
"59168",30202030201,25398,0,NA,0,NA
"59169",51100020101,25398,0,NA,0,NA
"59170",150702011403,25400,0,NA,0,NA
"59171",170402080602,25401,0,NA,0,NA
"59172",101402011701,25402,0,NA,0,NA
"59173",120500010107,25403,0,NA,0,NA
"59174",110800060805,25403,0,NA,0,NA
"59175",102901040503,25403,0,NA,0,NA
"59176",102400130304,25404,0,NA,0,NA
"59177",120200010301,25404,0,NA,0,NA
"59178",130700030303,25404,0,NA,0,NA
"59179",170501060205,25404,0,NA,0,NA
"59180",41300030502,25405,0,NA,0,NA
"59181",20700090504,25405,0,NA,0,NA
"59182",50100030906,25406,0,NA,0,NA
"59183",140600050906,25406,0,NA,0,NA
"59184",10400020905,25406,0,NA,0,NA
"59185",101301010305,25406,0,NA,0,NA
"59186",101900110307,25409,0,NA,0,NA
"59187",100600050704,25409,0,NA,0,NA
"59188",150200110603,25409,0,NA,0,NA
"59189",170602011404,25409,0,NA,0,NA
"59190",90300060101,25410,0,NA,0,NA
"59191",111401050702,25410,0,NA,0,NA
"59192",130402020308,25410,0,NA,0,NA
"59193",102200030208,25411,0,NA,0,NA
"59194",50500050101,25411,0,NA,0,NA
"59195",120100030202,25412,0,NA,0,NA
"59196",120301030203,25412,0,NA,0,NA
"59197",20700020502,25413,0,NA,0,NA
"59198",90400010305,25413,0,NA,0,NA
"59199",70300020207,25413,0,NA,0,NA
"59200",41300030403,25414,0,NA,0,NA
"59201",10100040703,25414,0,NA,0,NA
"59202",170402090203,25415,0,NA,0,NA
"59203",170402090404,25415,0,NA,0,NA
"59204",80401030304,25416,0,NA,0,NA
"59205",70300040504,25416,0,NA,0,NA
"59206",101900140206,25417,0,NA,0,NA
"59207",170102010702,25417,0,NA,0,NA
"59208",170102050503,25417,0,NA,0,NA
"59209",140700070407,25417,0,NA,0,NA
"59210",51302010302,25417,0,NA,0,NA
"59211",170102100204,25418,0,NA,0,NA
"59212",30701040202,25422,0,NA,0,NA
"59213",150301060306,25422,0,NA,0,NA
"59214",111002010405,25422,0,NA,0,NA
"59215",130700072001,25422,0,NA,0,NA
"59216",70802050906,25423,0,NA,0,NA
"59217",150701020503,25423,0,NA,0,NA
"59218",70900050404,25424,0,NA,0,NA
"59219",170602030507,25424,0,NA,0,NA
"59220",101201090702,25424,0,NA,0,NA
"59221",100902100202,25425,0,NA,0,NA
"59222",160202020101,25426,0,NA,0,NA
"59223",140700050603,25427,0,NA,0,NA
"59224",31602010502,25427,0,NA,0,NA
"59225",110200101901,25428,0,NA,0,NA
"59226",102100040301,25429,0,NA,0,NA
"59227",70900031405,25429,0,NA,0,NA
"59228",150200040304,25429,0,NA,0,NA
"59229",51301030702,25430,0,NA,0,NA
"59230",20700080401,25430,0,NA,0,NA
"59231",130201021404,25431,0,NA,0,NA
"59232",130600110305,25431,0,NA,0,NA
"59233",80203040103,25431,0,NA,0,NA
"59234",160203010608,25432,0,NA,0,NA
"59235",140600030205,25433,0,NA,0,NA
"59236",140200020509,25433,0,NA,0,NA
"59237",40500012405,25434,0,NA,0,NA
"59238",80702030202,25435,0,NA,0,NA
"59239",150702010304,25435,0,NA,0,NA
"59240",150701030105,25435,0,NA,0,NA
"59241",130600100604,25436,0,NA,0,NA
"59242",60300020302,25436,0,NA,0,NA
"59243",40302010602,25436,0,NA,0,NA
"59244",71000010103,25436,0,NA,0,NA
"59245",160102040204,25437,0,NA,0,NA
"59246",20700010603,25437,0,NA,0,NA
"59247",40700060405,25437,0,NA,0,NA
"59248",102002030802,25437,0,NA,0,NA
"59249",110100020603,25438,0,NA,0,NA
"59250",102500090802,25438,0,NA,0,NA
"59251",160203011102,25439,0,NA,0,NA
"59252",181002040604,25440,0,NA,0,NA
"59253",50902011002,25440,0,NA,0,NA
"59254",70700050302,25440,0,NA,0,NA
"59255",102500021103,25441,0,NA,0,NA
"59256",30602030504,25441,0,NA,0,NA
"59257",40102020601,25441,0,NA,0,NA
"59258",51402040408,25441,0,NA,0,NA
"59259",71100060508,25442,0,NA,0,NA
"59260",31502040404,25442,0,NA,0,NA
"59261",102701010103,25442,0,NA,0,NA
"59262",80402010204,25442,0,NA,0,NA
"59263",150601010308,25444,0,NA,0,NA
"59264",180101020301,25444,0,NA,0,NA
"59265",130500031407,25444,0,NA,0,NA
"59266",80903020809,25445,0,NA,0,NA
"59267",20700050702,25445,0,NA,0,NA
"59268",130202110204,25446,0,NA,0,NA
"59269",100800030212,25447,0,NA,0,NA
"59270",101301060501,25448,0,NA,0,NA
"59271",110901060409,25448,0,NA,0,NA
"59272",101900060204,25448,0,NA,0,NA
"59273",170103040201,25449,0,NA,0,NA
"59274",102100090102,25450,0,NA,0,NA
"59275",180400030901,25450,0,NA,0,NA
"59276",170402080603,25450,0,NA,0,NA
"59277",170501120503,25450,0,NA,0,NA
"59278",111303030807,25450,0,NA,0,NA
"59279",171001030510,25450,0,NA,0,NA
"59280",30102050602,25450,0,NA,0,NA
"59281",101402040804,25450,0,NA,0,NA
"59282",180902070103,25451,0,NA,0,NA
"59283",170602040202,25451,0,NA,0,NA
"59284",90203140301,25452,0,NA,0,NA
"59285",110100040205,25452,0,NA,0,NA
"59286",120901060603,25452,0,NA,0,NA
"59287",180400070103,25453,0,NA,0,NA
"59288",150100130807,25453,0,NA,0,NA
"59289",102600150201,25454,0,NA,0,NA
"59290",120100020608,25454,0,NA,0,NA
"59291",150400051004,25454,0,NA,0,NA
"59292",70400071001,25455,0,NA,0,NA
"59293",51301030604,25455,0,NA,0,NA
"59294",40302020701,25455,0,NA,0,NA
"59295",102901080803,25455,0,NA,0,NA
"59296",70101010502,25455,0,NA,0,NA
"59297",70700021803,25456,0,NA,0,NA
"59298",50500011502,25456,0,NA,0,NA
"59299",30202020504,25456,0,NA,0,NA
"59300",20501060902,25457,0,NA,0,NA
"59301",80102020402,25457,0,NA,0,NA
"59302",70300050707,25457,0,NA,0,NA
"59303",160600010904,25458,0,NA,0,NA
"59304",101600031403,25459,0,NA,0,NA
"59305",160600142306,25459,0,NA,0,NA
"59306",101102010608,25460,0,NA,0,NA
"59307",111001010702,25460,0,NA,0,NA
"59308",70400020603,25460,0,NA,0,NA
"59309",51202060107,25461,0,NA,0,NA
"59310",110901060302,25461,0,NA,0,NA
"59311",101900060202,25461,0,NA,0,NA
"59312",120901050402,25461,0,NA,0,NA
"59313",60200010401,25461,0,NA,0,NA
"59314",170402180202,25462,0,NA,0,NA
"59315",100500050202,25462,0,NA,0,NA
"59316",110100080611,25462,0,NA,0,NA
"59317",51201011202,25462,0,NA,0,NA
"59318",180902031302,25462,0,NA,0,NA
"59319",111302040210,25463,0,NA,0,NA
"59320",50901030105,25464,0,NA,0,NA
"59321",170501020303,25465,0,NA,0,NA
"59322",170602010302,25465,0,NA,0,NA
"59323",171003040107,25465,0,NA,0,NA
"59324",110300020302,25465,0,NA,0,NA
"59325",70300010601,25466,0,NA,0,NA
"59326",50200040605,25466,0,NA,0,NA
"59327",180901020302,25466,0,NA,0,NA
"59328",102100030707,25467,0,NA,0,NA
"59329",102600150109,25467,0,NA,0,NA
"59330",180201250902,25468,0,NA,0,NA
"59331",41000070502,25468,0,NA,0,NA
"59332",101402021207,25469,0,NA,0,NA
"59333",80204020206,25469,0,NA,0,NA
"59334",101900090101,25469,0,NA,0,NA
"59335",180902031007,25470,0,NA,0,NA
"59336",111001020104,25470,0,NA,0,NA
"59337",140500050507,25470,0,NA,0,NA
"59338",101800050402,25470,0,NA,0,NA
"59339",101900120905,25473,0,NA,0,NA
"59340",102500130205,25473,0,NA,0,NA
"59341",150301040303,25474,0,NA,0,NA
"59342",100800100604,25474,0,NA,0,NA
"59343",70900021303,25474,0,NA,0,NA
"59344",100500041201,25475,0,NA,0,NA
"59345",20402030609,25475,0,NA,0,NA
"59346",111302040302,25476,0,NA,0,NA
"59347",60101040308,25476,0,NA,0,NA
"59348",130100010105,25476,0,NA,0,NA
"59349",90100081003,25477,0,NA,0,NA
"59350",110100140502,25477,0,NA,0,NA
"59351",70300010702,25478,0,NA,0,NA
"59352",130600031502,25478,0,NA,0,NA
"59353",80102070101,25478,0,NA,0,NA
"59354",110100110207,25479,0,NA,0,NA
"59355",40400030401,25479,0,NA,0,NA
"59356",102500130208,25480,0,NA,0,NA
"59357",102300031503,25480,0,NA,0,NA
"59358",101800100712,25480,0,NA,0,NA
"59359",100800080707,25480,0,NA,0,NA
"59360",111102030403,25480,0,NA,0,NA
"59361",100500150604,25480,0,NA,0,NA
"59362",100902020403,25480,0,NA,0,NA
"59363",110100011303,25481,0,NA,0,NA
"59364",10300010308,25483,0,NA,0,NA
"59365",100401020510,25483,0,NA,0,NA
"59366",100401040301,25483,0,NA,0,NA
"59367",140801010408,25484,0,NA,0,NA
"59368",150100070102,25484,0,NA,0,NA
"59369",30300040308,25485,0,NA,0,NA
"59370",31800011203,25485,0,NA,0,NA
"59371",120200030401,25486,0,NA,0,NA
"59372",180102100105,25487,0,NA,0,NA
"59373",110100020203,25488,0,NA,0,NA
"59374",160203080304,25488,0,NA,0,NA
"59375",150503050103,25488,0,NA,0,NA
"59376",101800091202,25489,0,NA,0,NA
"59377",103001010208,25489,0,NA,0,NA
"59378",70600030201,25489,0,NA,0,NA
"59379",170102021402,25490,0,NA,0,NA
"59380",111303020105,25490,0,NA,0,NA
"59381",180300122001,25490,0,NA,0,NA
"59382",160600071501,25490,0,NA,0,NA
"59383",150200100103,25491,0,NA,0,NA
"59384",101900150201,25491,0,NA,0,NA
"59385",111001040214,25493,0,NA,0,NA
"59386",31101030503,25493,0,NA,0,NA
"59387",110400020209,25493,0,NA,0,NA
"59388",102300020503,25494,0,NA,0,NA
"59389",100800010903,25494,0,NA,0,NA
"59390",102500160902,25495,0,NA,0,NA
"59391",102500140204,25496,0,NA,0,NA
"59392",110902010407,25496,0,NA,0,NA
"59393",71000030703,25496,0,NA,0,NA
"59394",70900060204,25496,0,NA,0,NA
"59395",110300040202,25496,0,NA,0,NA
"59396",101201130801,25497,0,NA,0,NA
"59397",101302011101,25497,0,NA,0,NA
"59398",101500031704,25497,0,NA,0,NA
"59399",80401030801,25497,0,NA,0,NA
"59400",50200010307,25498,0,NA,0,NA
"59401",60101051402,25498,0,NA,0,NA
"59402",101201110403,25499,0,NA,0,NA
"59403",110600060408,25499,0,NA,0,NA
"59404",111401050401,25500,0,NA,0,NA
"59405",70300010801,25500,0,NA,0,NA
"59406",110200010702,25500,0,NA,0,NA
"59407",71401050602,25501,0,NA,0,NA
"59408",10801010405,25501,0,NA,0,NA
"59409",160600010404,25501,0,NA,0,NA
"59410",100600061001,25501,0,NA,0,NA
"59411",110800080504,25501,0,NA,0,NA
"59412",111403020106,25502,0,NA,0,NA
"59413",170501161101,25502,0,NA,0,NA
"59414",102500050201,25502,0,NA,0,NA
"59415",101301010805,25502,0,NA,0,NA
"59416",101600080502,25504,0,NA,0,NA
"59417",71000061503,25504,0,NA,0,NA
"59418",70802090703,25504,0,NA,0,NA
"59419",110901060701,25504,0,NA,0,NA
"59420",10801070203,25505,0,NA,0,NA
"59421",111401090405,25505,0,NA,0,NA
"59422",110200011203,25506,0,NA,0,NA
"59423",51100020404,25506,0,NA,0,NA
"59424",71300051402,25506,0,NA,0,NA
"59425",121001010103,25506,0,NA,0,NA
"59426",101600031202,25506,0,NA,0,NA
"59427",51202060308,25506,0,NA,0,NA
"59428",110400070101,25506,0,NA,0,NA
"59429",70101010102,25506,0,NA,0,NA
"59430",110100110305,25508,0,NA,0,NA
"59431",130202070106,25509,0,NA,0,NA
"59432",71200011703,25510,0,NA,0,NA
"59433",102002030501,25510,0,NA,0,NA
"59434",100500160506,25510,0,NA,0,NA
"59435",80702010308,25510,0,NA,0,NA
"59436",30402060402,25510,0,NA,0,NA
"59437",102400070303,25510,0,NA,0,NA
"59438",90202050204,25510,0,NA,0,NA
"59439",101500041102,25511,0,NA,0,NA
"59440",140402000802,25511,0,NA,0,NA
"59441",101800110803,25511,0,NA,0,NA
"59442",50301010106,25512,0,NA,0,NA
"59443",80202031304,25512,0,NA,0,NA
"59444",150100080105,25513,0,NA,0,NA
"59445",140401090202,25513,0,NA,0,NA
"59446",90203110502,25513,0,NA,0,NA
"59447",140600050202,25513,0,NA,0,NA
"59448",30502060106,25515,0,NA,0,NA
"59449",180300090202,25515,0,NA,0,NA
"59450",130402020501,25515,0,NA,0,NA
"59451",71100040303,25516,0,NA,0,NA
"59452",50500020703,25517,0,NA,0,NA
"59453",111301040501,25518,0,NA,0,NA
"59454",102901020301,25519,0,NA,0,NA
"59455",130600111201,25519,0,NA,0,NA
"59456",101302060105,25519,0,NA,0,NA
"59457",102300020306,25520,0,NA,0,NA
"59458",111101040504,25520,0,NA,0,NA
"59459",31403020201,25520,0,NA,0,NA
